date,min,max,pm25,q1,q3,stdev,count
2020-10-19,0.3,1.95,0.6,0.5,0.8,0.238,435
2020-10-20,0.47,9.44,1.75,1.1,3.5,2.037,451
2020-10-21,5.72,18.92,12.22,9.43,15.65,3.501,434
2020-10-22,0.5,10.45,1.77,1.2,3.62,2.24,424
2020-10-23,0.35,5.32,1.23,0.7,2.8,1.23,419
2020-10-24,0.7,7.18,2.04,1.5,2.8,1.025,435
2020-10-25,0.5,10.77,4.28,2.25,5.55,2.212,477
2020-10-26,0.9,28.75,4.88,2.1,11.35,7.322,469
2020-10-27,1,26.33,3.2,2.04,4.93,6.545,447
2020-10-28,1.7,7.7,3.2,2.54,4.2,1.301,462
2020-10-29,2.25,25.95,4.9,3.8,8.05,3.336,450
2020-10-30,2.95,9.35,6.13,4.4,7.13,1.592,470
2020-10-31,1.77,13.23,4.7,2.9,8.23,3.019,479
2020-11-01,1.05,14.9,6.2,2.49,11.29,4.326,481
2020-11-02,0.4,15.85,3.54,1.63,5.63,3.906,458
2020-11-03,0.56,2.58,1.3,1.1,1.5,0.321,454
2020-11-04,1,3.78,1.95,1.67,2.2,0.458,362
2020-11-05,0.5,2.13,1.12,0.9,1.4,0.322,355
2020-11-06,0.5,5.6,0.9,0.74,1.2,0.49,352
2020-11-07,0.7,5,1.7,1.25,2.34,0.807,396
2020-11-08,0.63,15.18,1.4,1,2.45,2.148,352
2020-11-09,1.02,5.9,1.95,1.6,2.92,1.149,283
2020-11-10,1.9,6.82,3.45,2.9,4.09,0.986,335
2020-11-11,2.1,18.75,6.03,3.47,11.73,4.049,345
2020-11-12,10.55,24,16.85,13.04,20.64,4.037,293
2020-11-13,4.25,15.13,8.65,6.96,10.85,2.427,312
2020-11-14,1.92,15.32,6.63,4.75,8.8,2.608,334
2020-11-15,5.53,32.83,11.43,7.82,17.39,7.308,288
2020-11-16,2.63,48.1,14.15,9.07,23.23,8.727,281
2020-11-17,0.6,3.95,1.72,1.3,2.27,0.604,310
2020-11-18,0.3,3.05,0.99,0.63,1.6,0.602,368
2020-11-19,0.32,4.57,1.25,0.6,2.4,1.073,368
2020-11-20,0.3,18.13,0.7,0.6,1.1,1.235,365
2020-11-21,0.4,2.88,1.15,0.9,1.4,0.37,314
2020-11-22,0.45,3.03,1.7,1.33,2,0.531,307
2020-11-23,0.38,1.14,0.7,0.6,0.77,0.133,275
2020-11-24,0.5,6.6,1.92,0.94,2.6,1.158,285
2020-11-25,0.77,6.45,3.3,2.17,3.78,1.188,294
2020-11-26,0.8,10.15,4.38,1.4,6.6,2.775,287
2020-11-27,0.5,3.4,1.1,0.8,1.4,0.418,276
2020-11-28,1,6.8,2.04,1.5,2.75,0.792,282
2020-11-29,2.1,7.57,3.65,2.78,5.35,1.579,282
2020-11-30,1.77,10.6,4.28,3.29,6.82,2.18,260
2020-12-01,1.7,15.8,4.19,2.54,6.23,2.371,248
2020-12-02,1.23,11.45,6.47,5.35,7.47,2.585,283
2020-12-03,4.38,12.88,7.13,5.93,8.6,1.824,241
2020-12-04,1.08,11.07,4.05,2.9,6.47,2.443,266
2020-12-05,5.85,19.5,16.17,14.92,17.29,3.206,257
2020-12-06,8.69,23.63,16.54,11.8,19.95,4.191,346
2020-12-07,3.05,16.14,5.15,4.32,9.02,3.686,291
2020-12-08,3.6,10,6.22,5.6,7.19,1.27,285
2020-12-09,3.65,11.75,7.72,4.93,9.18,2.191,251
2020-12-10,4.78,12.98,8.84,6.22,10.02,2.04,262
2020-12-11,2,20.2,7.03,5.93,11.2,3.762,314
2020-12-12,5.22,16.3,8.94,7.43,11.35,2.634,320
2020-12-13,1.58,18.8,7.03,4.5,14.98,5.089,300
2020-12-14,2.54,9.63,4.9,4.4,5.88,1.186,287
2020-12-15,3.63,14.07,7.72,6.39,9.99,2.512,305
2020-12-16,0.8,10.25,1.5,1.12,2.4,2.117,312
2020-12-17,1.38,6.2,3.25,2.85,3.94,0.829,277
2020-12-18,0.3,7.72,1.9,0.7,2.7,1.172,307
2020-12-19,3.4,26.58,6.03,5.32,7.03,1.812,286
2020-12-20,2.54,20.77,10.4,7.15,13.32,4.714,303
2020-12-21,1.33,4.82,3.1,2.8,3.42,0.645,296
2020-12-22,0.9,10.13,3.65,2.92,4.97,1.739,283
2020-12-23,0.47,2.88,1.14,0.95,1.4,0.373,302
2020-12-24,0.5,3.13,1.15,0.9,1.5,0.526,284
2020-12-25,0.4,2,0.85,0.6,1.2,0.35,309
2020-12-26,0.9,27.77,1.7,1.5,2.12,3.18,292
2020-12-27,0.85,7.25,3.35,1.63,4.03,1.548,303
2020-12-28,1.1,9.38,5.75,4.38,6.88,1.719,295
2020-12-29,1.1,8.75,3.85,2.88,6.38,2.054,287
2020-12-30,0.7,13.07,2.27,1.2,5.53,2.584,290
2020-12-31,1.4,88.28,3.63,2.54,5.13,10.511,308
2021-01-01,1.45,87,5.21,4.09,10.73,18.352,302
2021-01-02,1.2,21.52,3,2.22,4.63,3.2,273
2021-01-03,0.4,2.08,1.3,1.06,1.5,0.345,285
2021-01-04,0.93,28.13,2.8,1.62,3.34,3.246,276
2021-01-05,0.83,3.9,2,1.7,2.34,0.468,273
2021-01-06,0.7,4.47,2.6,2.27,3.1,0.677,277
2021-01-07,1.25,4.38,2.79,2.04,3.29,0.744,276
2021-01-08,1.48,9.1,3.7,2.69,5.44,1.724,285
2021-01-09,3.17,20.47,5.3,4.3,7.93,4.043,287
2021-01-10,1,41.8,2.27,1.7,2.93,2.654,282
2021-01-11,0.4,10.5,1.4,0.9,2.43,1.264,262
2021-01-12,0.2,9.13,0.93,0.6,2.63,1.673,273
2021-01-13,0.4,8.77,3.3,1,5.47,2.398,275
2021-01-14,1.77,7.95,4.3,2.42,5.33,1.647,265
2021-01-15,1.4,3.67,2.1,1.8,2.4,0.447,287
